Disease,state,year,Race,Sex,Age group,Transmission Category,Cases,turnout_rate
AIDS diagnoses,Missouri,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,417,8.7
AIDS diagnoses,Montana,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,19,2.4
AIDS diagnoses,Nebraska,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,82,5.7
AIDS diagnoses,Nevada,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,286,15.1
AIDS diagnoses,New Hampshire,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,44,4.1
AIDS diagnoses,New Jersey,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1440,20.2
AIDS diagnoses,New Mexico,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,108,7
AIDS diagnoses,New York,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,5418,33.7
AIDS diagnoses,North Carolina,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,816,11.6
AIDS diagnoses,North Dakota,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,8,1.5
AIDS diagnoses,Northern Mariana Islands,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Ohio,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,650,6.8
AIDS diagnoses,Oklahoma,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,217,7.5
AIDS diagnoses,Oregon,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,243,8.1
AIDS diagnoses,Pennsylvania,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1363,13
AIDS diagnoses,Puerto Rico,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,917,29
AIDS diagnoses,Rhode Island,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,142,15.8
AIDS diagnoses,South Carolina,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,765,22
AIDS diagnoses,South Dakota,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,16,2.5
AIDS diagnoses,Tennessee,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,702,14.3
AIDS diagnoses,Texas,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2917,16.3
AIDS diagnoses,U.S. Virgin Islands,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,25,28.5
AIDS diagnoses,Utah,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,73,3.8
AIDS diagnoses,Vermont,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,9,1.7
AIDS diagnoses,Virginia,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,676,10.9
AIDS diagnoses,Washington,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,415,8.1
AIDS diagnoses,West Virginia,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,86,5.6
AIDS diagnoses,Wisconsin,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,186,4
AIDS diagnoses,Wyoming,2004,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,11,2.6
AIDS diagnoses,Alabama,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,433,11.5
AIDS diagnoses,Alaska,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,26,4.8
AIDS diagnoses,American Samoa,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Arizona,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,459,9.5
AIDS diagnoses,Arkansas,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,215,9.4
AIDS diagnoses,California,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4005,13.7
AIDS diagnoses,Colorado,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,338,8.8
AIDS diagnoses,Connecticut,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,455,15.7
AIDS diagnoses,Delaware,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,169,24.3
AIDS diagnoses,District of Columbia,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,720,144.3
AIDS diagnoses,Florida,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4566,30.5
AIDS diagnoses,Georgia,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1530,20.8
AIDS diagnoses,Guam,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3,2.4
AIDS diagnoses,Hawaii,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,81,7.6
AIDS diagnoses,Idaho,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,28,2.4
AIDS diagnoses,Illinois,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1473,14.2
AIDS diagnoses,Indiana,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,366,7.1
AIDS diagnoses,Iowa,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,81,3.3
AIDS diagnoses,Kansas,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,138,6.1
AIDS diagnoses,Kentucky,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,185,5.3
AIDS diagnoses,Louisiana,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,831,22.6
AIDS diagnoses,Maine,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,42,3.8
AIDS diagnoses,Maryland,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1580,34.2
AIDS diagnoses,Massachusetts,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,705,12.9
AIDS diagnoses,Michigan,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,751,9
AIDS diagnoses,Minnesota,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,228,5.4
AIDS diagnoses,Mississippi,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,348,14.7
AIDS diagnoses,Missouri,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,412,8.5
AIDS diagnoses,Montana,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,20,2.5
AIDS diagnoses,Nebraska,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,80,5.5
AIDS diagnoses,Nevada,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,306,15.6
AIDS diagnoses,New Hampshire,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,37,3.3
AIDS diagnoses,New Jersey,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1361,19.1
AIDS diagnoses,New Mexico,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,106,6.7
AIDS diagnoses,New York,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,5447,33.7
AIDS diagnoses,North Carolina,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,912,12.7
AIDS diagnoses,North Dakota,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,5,0.9
AIDS diagnoses,Northern Mariana Islands,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Ohio,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,621,6.5
AIDS diagnoses,Oklahoma,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,243,8.3
AIDS diagnoses,Oregon,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,234,7.7
AIDS diagnoses,Pennsylvania,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1219,11.6
AIDS diagnoses,Puerto Rico,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,953,29.9
AIDS diagnoses,Rhode Island,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,104,11.6
AIDS diagnoses,South Carolina,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,673,19
AIDS diagnoses,South Dakota,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,13,2
AIDS diagnoses,Tennessee,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,802,16.1
AIDS diagnoses,Texas,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2889,15.8
AIDS diagnoses,U.S. Virgin Islands,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,16,17.7
AIDS diagnoses,Utah,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,56,2.8
AIDS diagnoses,Vermont,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,8,1.5
AIDS diagnoses,Virginia,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,570,9.1
AIDS diagnoses,Washington,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,417,8
AIDS diagnoses,West Virginia,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,73,4.7
AIDS diagnoses,Wisconsin,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,190,4.1
AIDS diagnoses,Wyoming,2005,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,7,1.6
AIDS diagnoses,Alabama,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,481,12.6
AIDS diagnoses,Alaska,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,30,5.5
AIDS diagnoses,American Samoa,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Arizona,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,468,9.3
AIDS diagnoses,Arkansas,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,196,8.4
AIDS diagnoses,California,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4031,13.7
AIDS diagnoses,Colorado,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,332,8.5
AIDS diagnoses,Connecticut,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,412,14.1
AIDS diagnoses,Delaware,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,150,21.1
AIDS diagnoses,District of Columbia,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,748,148.9
AIDS diagnoses,Florida,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4355,28.6
AIDS diagnoses,Georgia,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1496,19.8
AIDS diagnoses,Guam,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Hawaii,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,75,7
AIDS diagnoses,Idaho,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,23,1.9
AIDS diagnoses,Illinois,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1283,12.3
AIDS diagnoses,Indiana,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,332,6.4
AIDS diagnoses,Iowa,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,81,3.2
AIDS diagnoses,Kansas,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,98,4.3
AIDS diagnoses,Kentucky,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,230,6.5
AIDS diagnoses,Louisiana,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,782,22.4
AIDS diagnoses,Maine,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,49,4.3
AIDS diagnoses,Maryland,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1362,29.3
AIDS diagnoses,Massachusetts,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,685,12.5
AIDS diagnoses,Michigan,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,625,7.4
AIDS diagnoses,Minnesota,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,208,4.8
AIDS diagnoses,Mississippi,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,338,14.3
AIDS diagnoses,Missouri,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,406,8.3
AIDS diagnoses,Montana,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,17,2.1
AIDS diagnoses,Nebraska,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,71,4.9
AIDS diagnoses,Nevada,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,263,13
AIDS diagnoses,New Hampshire,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,37,3.3
AIDS diagnoses,New Jersey,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1229,17.1
AIDS diagnoses,New Mexico,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,92,5.8
AIDS diagnoses,New York,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4876,30.1
AIDS diagnoses,North Carolina,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,934,12.7
AIDS diagnoses,North Dakota,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,9,1.7
AIDS diagnoses,Northern Mariana Islands,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Ohio,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,661,6.9
AIDS diagnoses,Oklahoma,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,196,6.6
AIDS diagnoses,Oregon,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,243,7.9
AIDS diagnoses,Pennsylvania,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1673,15.9
AIDS diagnoses,Puerto Rico,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,834,25.9
AIDS diagnoses,Rhode Island,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,95,10.5
AIDS diagnoses,South Carolina,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,705,19.5
AIDS diagnoses,South Dakota,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,25,3.7
AIDS diagnoses,Tennessee,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,630,12.4
AIDS diagnoses,Texas,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2842,15.2
AIDS diagnoses,U.S. Virgin Islands,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,31,34.7
AIDS diagnoses,Utah,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,62,3.1
AIDS diagnoses,Vermont,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,19,3.6
AIDS diagnoses,Virginia,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,545,8.5
AIDS diagnoses,Washington,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,389,7.3
AIDS diagnoses,West Virginia,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,71,4.6
AIDS diagnoses,Wisconsin,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,160,3.4
AIDS diagnoses,Wyoming,2006,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,7,1.6
AIDS diagnoses,Alabama,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,424,11
AIDS diagnoses,Alaska,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,30,5.3
AIDS diagnoses,American Samoa,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Arizona,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,478,9.3
AIDS diagnoses,Arkansas,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,182,7.7
AIDS diagnoses,California,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3824,12.9
AIDS diagnoses,Colorado,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,318,8
AIDS diagnoses,Connecticut,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,367,12.5
AIDS diagnoses,Delaware,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,149,20.7
AIDS diagnoses,District of Columbia,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,715,141.5
AIDS diagnoses,Florida,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4192,27.2
AIDS diagnoses,Georgia,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1422,18.4
AIDS diagnoses,Guam,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3,2.4
AIDS diagnoses,Hawaii,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,87,8.1
AIDS diagnoses,Idaho,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,16,1.3
AIDS diagnoses,Illinois,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1143,10.8
AIDS diagnoses,Indiana,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,346,6.6
AIDS diagnoses,Iowa,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,73,2.9
AIDS diagnoses,Kansas,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,137,6
AIDS diagnoses,Kentucky,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,257,7.2
AIDS diagnoses,Louisiana,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,827,23
AIDS diagnoses,Maine,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,51,4.5
AIDS diagnoses,Maryland,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1244,26.6
AIDS diagnoses,Massachusetts,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,595,10.8
AIDS diagnoses,Michigan,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,608,7.2
AIDS diagnoses,Minnesota,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,203,4.7
AIDS diagnoses,Mississippi,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,320,13.4
AIDS diagnoses,Missouri,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,420,8.5
AIDS diagnoses,Montana,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,11,1.4
AIDS diagnoses,Nebraska,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,69,4.7
AIDS diagnoses,Nevada,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,288,13.8
AIDS diagnoses,New Hampshire,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,36,3.2
AIDS diagnoses,New Jersey,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1316,18.3
AIDS diagnoses,New Mexico,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,119,7.4
AIDS diagnoses,New York,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4916,30.2
AIDS diagnoses,North Carolina,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,883,11.8
AIDS diagnoses,North Dakota,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,7,1.3
AIDS diagnoses,Northern Mariana Islands,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Ohio,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,603,6.2
AIDS diagnoses,Oklahoma,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,216,7.2
AIDS diagnoses,Oregon,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,205,6.5
AIDS diagnoses,Pennsylvania,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1429,13.5
AIDS diagnoses,Puerto Rico,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,765,23.5
AIDS diagnoses,Rhode Island,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,98,10.9
AIDS diagnoses,South Carolina,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,718,19.5
AIDS diagnoses,South Dakota,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,13,2
AIDS diagnoses,Tennessee,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,588,11.4
AIDS diagnoses,Texas,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2753,14.5
AIDS diagnoses,U.S. Virgin Islands,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,30,33.9
AIDS diagnoses,Utah,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,67,3.2
AIDS diagnoses,Vermont,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,10,1.8
AIDS diagnoses,Virginia,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,868,13.5
AIDS diagnoses,Washington,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,381,7
AIDS diagnoses,West Virginia,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,69,4.4
AIDS diagnoses,Wisconsin,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,182,3.9
AIDS diagnoses,Wyoming,2007,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,10,2.2
AIDS diagnoses,Alabama,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,402,10.3
AIDS diagnoses,Alaska,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,20,3.4
AIDS diagnoses,American Samoa,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,0,0
AIDS diagnoses,Arizona,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,541,10.3
AIDS diagnoses,Arkansas,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,124,5.2
AIDS diagnoses,California,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,3896,13
AIDS diagnoses,Colorado,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,333,8.2
AIDS diagnoses,Connecticut,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,293,9.9
AIDS diagnoses,Delaware,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,138,18.9
AIDS diagnoses,District of Columbia,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,593,116.6
AIDS diagnoses,Florida,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4364,28.1
AIDS diagnoses,Georgia,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1401,17.9
AIDS diagnoses,Guam,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,6,4.1
AIDS diagnoses,Hawaii,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,66,6.1
AIDS diagnoses,Idaho,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,36,2.9
AIDS diagnoses,Illinois,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1267,11.9
AIDS diagnoses,Indiana,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,371,7
AIDS diagnoses,Iowa,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,71,2.8
AIDS diagnoses,Kansas,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,108,4.7
AIDS diagnoses,Kentucky,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,269,7.5
AIDS diagnoses,Louisiana,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,883,24.2
AIDS diagnoses,Maine,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,46,4
AIDS diagnoses,Maryland,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1224,26
AIDS diagnoses,Massachusetts,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,510,9.2
AIDS diagnoses,Michigan,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,568,6.8
AIDS diagnoses,Minnesota,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,227,5.2
AIDS diagnoses,Mississippi,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,340,14.2
AIDS diagnoses,Missouri,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,417,8.4
AIDS diagnoses,Montana,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,24,2.9
AIDS diagnoses,Nebraska,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,77,5.2
AIDS diagnoses,Nevada,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,296,13.9
AIDS diagnoses,New Hampshire,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,26,2.3
AIDS diagnoses,New Jersey,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1201,16.6
AIDS diagnoses,New Mexico,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,98,6
AIDS diagnoses,New York,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,4547,27.8
AIDS diagnoses,North Carolina,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,982,12.9
AIDS diagnoses,North Dakota,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,11,2
AIDS diagnoses,Northern Mariana Islands,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1,2.5
AIDS diagnoses,Ohio,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,663,6.9
AIDS diagnoses,Oklahoma,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,196,6.5
AIDS diagnoses,Oregon,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,208,6.5
AIDS diagnoses,Pennsylvania,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,1186,11.1
AIDS diagnoses,Puerto Rico,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,752,22.9
AIDS diagnoses,Rhode Island,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,81,9.1
AIDS diagnoses,South Carolina,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,678,18.1
AIDS diagnoses,South Dakota,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,8,1.2
AIDS diagnoses,Tennessee,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,566,10.9
AIDS diagnoses,Texas,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,2846,14.7
AIDS diagnoses,U.S. Virgin Islands,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,15,16.3
AIDS diagnoses,Utah,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,75,3.6
AIDS diagnoses,Vermont,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,15,2.7
AIDS diagnoses,Virginia,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,623,9.6
AIDS diagnoses,Washington,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,411,7.5
AIDS diagnoses,West Virginia,2008,All races/ethnicities,Both sexes,Adults and adolescents,All transmission categories,72,4.6
