year,ICPSR_State_Code,order,state,,vep_highest_office_rate,vep_total_ballots_turnoutRate,vap_turnout_rate,turnout_rate,winner,,voting_age_pop,percent_non_citizen,prison_pop,probation_pop,parole_pop,ineligible_felons_total,overseas_eligible_pop,voting_eligible_pop,highest_office_voters,total_turnout
2004,44,11,Georgia,GA,56.20%,56.40%,0.5,50,R,,"6,499,325",6.80%,"48,625","419,350","23,344","281,644",,"5,878,186","3,301,875","3,317,336"
2004,82,12,Hawaii,HI,48.20%,48.50%,0.44,44.1,D,,"982,882",7.90%,"5,946",0,0,"5,946",,"889,540","429,013","431,662"
2004,63,13,Idaho,ID,63.20%,64.80%,0.59,58.7,R,,"1,016,255",4.10%,"6,312","44,580","2,370","30,972",,"946,160","598,376","612,786"
2004,21,14,Illinois,IL,61.50%,62.40%,0.56,55.7,D,,"9,391,420",9.00%,"44,379",0,0,"44,379",,"8,576,696","5,274,322","5,350,493"
2004,22,15,Indiana,IN,54.80%,55.80%,0.53,53,R,,"4,660,157",2.70%,"23,760",0,0,"23,760",,"4,504,260","2,468,002","2,512,142"
2004,31,16,Iowa,IA,69.90%,70.60%,0.67,67.4,R,,"2,239,979",2.60%,"8,611","22,832","3,317","23,344",,"2,156,389","1,506,908","1,521,966"
2004,32,17,Kansas,KS,61.60%,62.90%,0.58,58.3,R,,"2,032,763",4.30%,"9,152","14,309","4,525","20,832",,"1,928,764","1,187,756","1,213,108"
2004,51,18,Kentucky,KY,58.70%,59.40%,0.57,56.9,R,,"3,157,464",1.70%,"17,763","33,286","8,006","42,412",,"3,057,741","1,795,860","1,816,867"
2004,45,19,Louisiana,LA,61.10%,61.50%,0.59,58.5,R,,"3,379,937",1.80%,"36,745","38,470","24,387","80,367",,"3,182,762","1,943,106","1,956,590"
2004,2,20,Maine,ME,73.80%,74.90%,0.73,72.6,D,,"1,022,043",1.60%,0,0,0,0,,"1,003,792","740,752","751,519"
2004,52,21,Maryland,MD,62.90%,63.10%,0.57,57.2,D,,"4,179,376",7.20%,"23,727","76,676","14,351","76,416",,"3,797,264","2,386,705","2,395,791"
2004,3,22,Massachusetts,MA,64.20%,64.60%,0.59,58.7,D,,"4,935,787",8.40%,"10,365",0,0,"10,365",,"4,533,859","2,912,388","2,927,455"
2004,23,23,Michigan,MI,66.60%,67.10%,0.64,63.9,D,,"7,508,568",3.40%,"48,591",0,0,"48,591",,"7,263,024","4,839,252","4,875,692"
2004,33,24,Minnesota,MN,78.40%,78.80%,0.74,73.9,D,,"3,819,020",3.90%,"8,613","114,226","3,872","69,598",,"3,609,185","2,828,387","2,842,912"
2004,46,25,Mississippi,MS,55.70%,,0.54,54.2,R,,"2,133,681",1.20%,"20,429","21,324","1,979","33,070",,"2,068,766","1,152,365",
2004,34,26,Missouri,MO,65.30%,66.10%,0.63,62.9,R,,"4,339,414",1.90%,"30,775","53,832","17,400","75,091",,"4,180,960","2,731,364","2,764,635"
2004,64,27,Montana,MT,64.40%,65.20%,0.63,63.4,R,,"711,858",1.00%,"3,800",0,0,"3,800",,"699,114","450,445","456,096"
2004,35,28,Nebraska,NE,62.90%,64.10%,0.6,59.8,R,,"1,305,430",4.00%,"4,042","17,994",805,"13,844",,"1,236,522","778,186","792,906"
2004,65,29,Nevada,NV,55.30%,55.40%,0.47,47.3,R,,"1,776,962",13.20%,"10,971","12,521","3,610","20,842",,"1,501,437","829,587","831,563"
2004,4,30,New Hampshire,NH,70.90%,71.50%,0.68,68.4,D,,"984,422",3.20%,"2,441",0,0,"2,441",,"956,422","677,738","683,672"
2004,12,31,New Jersey,NJ,63.80%,64.20%,0.55,55.2,D,,"6,513,394",11.70%,"28,107","143,315","14,180","113,945",,"5,663,201","3,611,691","3,638,153"
2004,66,32,New Mexico,NM,59.00%,60.40%,0.54,53.9,R,,"1,411,419",7.40%,"6,341","17,725","2,676","17,880",,"1,282,767","756,304","775,301"
2004,13,33,New York,NY,58.00%,58.50%,0.5,50.2,D,,"14,598,898",12.60%,"64,596",0,"54,524","119,120",,"12,738,056","7,391,249","7,448,266"
2004,47,34,North Carolina,NC,57.80%,58.70%,0.54,53.9,R,,"6,505,150",5.30%,"34,917","111,537","2,882","93,568",,"6,055,771","3,501,007","3,552,449"
2004,36,35,North Dakota,ND,64.80%,65.50%,0.64,63.8,R,,"496,479",1.30%,"1,266",0,0,"1,266",,"482,722","312,833","316,049"
2004,24,36,Ohio,OH,66.80%,67.90%,0.65,65.1,R,,"8,624,277",2.00%,"44,770",0,0,"44,770",,"8,427,696","5,627,908","5,722,443"
2004,53,37,Oklahoma,OK,58.30%,,0.55,55.3,R,,"2,649,994",3.40%,"24,767","28,435","4,329","43,314",,"2,510,823","1,463,758",
2004,72,38,Oregon,OR,72.00%,72.60%,0.67,66.8,D,,"2,736,472",6.80%,"13,219",0,0,"13,219",,"2,550,887","1,836,782","1,851,671"
2004,14,39,Pennsylvania,PA,62.60%,,0.61,60.6,D,,"9,554,349",2.70%,"40,692",0,0,"40,692",,"9,221,962","5,769,590",
2004,5,40,Rhode Island,RI,58.50%,58.90%,0.53,52.9,D,,"827,513",7.60%,"3,701","26,085",368,"17,112",,"747,046","437,134","440,228"
2004,48,41,South Carolina,SC,53.00%,53.20%,0.51,50.7,R,,"3,198,733",2.70%,"24,173","38,856","2,217","45,818",,"3,055,098","1,617,730","1,626,720"
2004,37,42,South Dakota,SD,68.20%,69.40%,0.67,66.9,R,,"576,472",1.40%,"3,101",0,0,"3,101",,"569,161","388,215","394,930"
2004,54,43,Tennessee,TN,56.30%,56.80%,0.54,54.1,R,,"4,496,929",2.60%,"25,834","47,392","8,410","57,940",,"4,328,446","2,437,319","2,456,610"
2004,49,44,Texas,TX,53.70%,,0.45,45.4,R,,"16,284,659",12.50%,"169,110","428,773","102,072","485,569",,"13,796,256","7,410,765",
2004,67,45,Utah,UT,58.90%,59.80%,0.55,54.7,R,,"1,664,066",6.80%,"5,802",0,0,"5,802",,"1,574,463","927,844","942,010"
2004,6,46,Vermont,VT,66.30%,66.70%,0.65,65,D,,"480,053",2.10%,0,0,0,0,,"470,754","312,309","314,220"
2004,40,47,Virginia,VA,60.60%,61.10%,0.56,56.2,R,,"5,699,175",6.20%,"35,472","43,470","4,392","61,599",,"5,277,156","3,198,367","3,223,156"
2004,73,48,Washington,WA,66.90%,67.50%,0.61,60.8,D,,"4,683,829",7.40%,"16,559","125,222",120,"79,290",,"4,272,914","2,859,084","2,883,499"
2004,56,49,West Virginia,WV,54.10%,55.10%,0.53,53.4,R,,"1,425,689",0.60%,"4,980","6,977","1,216","9,685",,"1,396,545","755,887","769,645"
2004,25,50,Wisconsin,WI,74.80%,75.30%,0.72,71.6,D,,"4,172,068",2.70%,"22,905","54,970","13,883","64,273",,"4,006,948","2,997,007","3,016,288"
2004,68,51,Wyoming,WY,65.70%,66.30%,0.64,63.7,R,,"386,796",1.70%,"1,923","4,418",563,"4,695",,"370,785","243,428","245,789"
2002,0,0,United States,USA,39.50%,40.50%,0.36,36.3,,,"215,461,549",8.00%,"1,456,927","2,451,708","485,282","3,168,063","3,308,145","198,381,939","78,381,943","80,295,249"
2002,41,1,Alabama,AL,41.50%,,0.4,40.4,,,"3,371,451",1.80%,"28,440","39,713","5,309","53,606",,"3,285,643","1,364,602",
2002,81,2,Alaska,AK,54.20%,54.50%,0.51,51,,,"457,154",3.80%,"4,431","5,229",900,"7,946",,"427,337","231,484","232,852"
2002,61,3,Arizona,AZ,35.90%,36.70%,0.31,30.7,,,"3,998,148",11.10%,"30,741","66,485","4,587","68,571",,"3,419,481","1,226,111","1,255,615"
2002,42,4,Arkansas,AR,41.30%,41.70%,0.4,39.7,,,"2,031,787",2.60%,"12,378","27,377","12,128","38,195",,"1,951,568","805,696","814,176"
2002,71,5,California,CA,36.10%,37.30%,0.29,29,,,"25,622,609",18.80%,"163,361",0,"113,185","276,546",,"20,733,192","7,476,351","7,738,821"
2002,62,6,Colorado,CO,46.30%,46.60%,0.42,42,,,"3,362,098",7.20%,"19,085",0,"6,215","25,300",,"3,056,465","1,416,093","1,424,029"
2002,1,7,Connecticut,CT,42.30%,45.10%,0.39,38.9,,,"2,617,814",7.10%,"20,525",0,"2,186","22,711",,"2,418,037","1,022,942","1,090,756"
2002,11,8,Delaware,DC,41.10%,,0.38,37.9,,,"612,919",4.40%,"6,879","20,201",551,"17,531",,"564,938","232,314",
2002,55,9,District of Columbia,DE,30.10%,,0.27,27.1,,,"458,631",10.00%,0,0,0,0,,"412,062","124,228",
2002,43,10,Florida,FL,45.60%,45.90%,0.4,39.5,,,"13,005,435",10.90%,"80,352","291,315","5,223","231,233",,"11,194,391","5,100,581","5,143,674"
2002,44,11,Georgia,GA,35.40%,,0.32,32.2,,,"6,287,215",6.50%,"47,004","367,349","20,822","251,501",,"5,731,983","2,031,604",
2002,82,12,Hawaii,HI,43.80%,44.20%,0.4,40.2,,,"950,520",8.00%,"5,635",0,0,"5,635",,"872,992","382,110","385,462"
2002,63,13,Idaho,ID,44.70%,45.20%,0.42,42,,,"970,916",4.00%,"5,825","31,361","1,961","23,467",,"921,256","411,477","416,533"
2002,21,14,Illinois,IL,41.40%,42.80%,0.38,37.7,,,"9,302,571",8.90%,"43,186",0,0,"43,186",,"8,540,965","3,538,883","3,651,808"
2002,22,15,Indiana,IN,33.90%,,0.33,33.3,,,"4,587,747",2.60%,"22,576",0,0,"22,576",,"4,494,191","1,521,353",
2002,31,16,Iowa,IA,47.90%,48.70%,0.46,45.7,,,"2,214,936",2.50%,"8,395","19,970","2,787","21,167",,"2,136,683","1,023,075","1,040,201"
2002,32,17,Kansas,KS,44.00%,44.90%,0.41,41.4,,,"2,007,407",4.10%,"9,009","15,217","3,990","20,608",,"1,897,261","835,692","851,966"
2002,51,18,Kentucky,KY,37.20%,,0.36,36.4,,,"3,100,972",1.70%,"16,377","24,480","5,968","34,585",,"3,044,267","1,131,313",
2002,45,19,Louisiana,LA,39.40%,40.10%,0.38,37.8,,,"3,312,330",1.70%,"36,091","36,257","23,049","77,269",,"3,163,663","1,246,333","1,267,225"
2002,2,20,Maine,ME,50.80%,,0.5,50.1,,,"1,001,796",1.60%,0,0,0,0,,"995,056","505,190",
2002,52,21,Maryland,MD,46.30%,46.80%,0.42,41.6,,,"4,082,694",6.90%,"24,186","81,982","13,271","78,448",,"3,678,346","1,704,560","1,721,626"
2002,3,22,Massachusetts,MA,49.20%,49.80%,0.44,44.4,,,"4,919,958",8.20%,"10,511",0,0,"10,511",,"4,458,820","2,194,189","2,220,301"
2002,23,23,Michigan,MI,44.50%,45.00%,0.42,42.3,,,"7,445,335",3.40%,"49,524",0,0,"49,524",,"7,147,888","3,177,565","3,219,864"
2002,33,24,Minnesota,MN,64.10%,,0.6,59.7,,,"3,745,577",3.80%,"7,612","122,692","3,577","72,535",,"3,518,184","2,254,639",
2002,46,25,Mississippi,MS,30.10%,,0.29,29.2,,,"2,099,698",1.10%,"20,542","16,633","1,816","30,675",,"2,047,426","615,609",
2002,34,26,Missouri,MO,45.60%,,0.44,43.9,,,"4,262,146",1.90%,"30,649","54,584","13,533","71,474",,"4,116,889","1,877,620",
2002,64,27,Montana,MT,48.40%,49.70%,0.48,47.7,,,"690,652",1.00%,"3,440",0,0,"3,440",,"684,572","331,321","340,272"
2002,35,28,Nebraska,NE,39.90%,,0.37,37.3,,,"1,285,024",3.80%,"4,103","16,468",574,"12,911",,"1,204,512","480,991",
2002,65,29,Nevada,NV,36.20%,36.80%,0.31,31.1,,,"1,640,679",12.70%,"10,527","12,290","3,971","20,643",,"1,391,100","504,079","512,433"
2002,4,30,New Hampshire,NH,48.10%,48.70%,0.46,46,,,"960,401",3.00%,"2,483",0,0,"2,483",,"930,362","447,135","453,078"
2002,12,31,New Jersey,NJ,38.10%,38.90%,0.33,32.6,,,"6,448,445",11.50%,"28,213","134,290","12,576","107,934",,"5,549,726","2,112,604","2,161,105"
2002,66,32,New Mexico,NM,38.60%,40.00%,0.36,35.7,,,"1,360,130",7.00%,"6,173","16,287","1,962","16,279",,"1,255,086","484,229","502,230"
2002,13,33,New York,NY,36.10%,37.00%,0.31,31.4,,,"14,504,792",12.60%,"65,914",0,"55,990","121,904",,"12,679,865","4,579,078","4,690,968"
2002,47,34,North Carolina,NC,39.70%,,0.37,37.2,,,"6,314,679",5.00%,"33,334","112,900","2,805","92,589",,"5,876,705","2,331,181",
2002,36,35,North Dakota,ND,48.50%,49.80%,0.48,47.6,,,"486,797",1.20%,"1,168",0,0,"1,168",,"476,251","231,030","237,224"
2002,24,36,Ohio,OH,38.80%,40.30%,0.38,37.6,,,"8,556,557",1.90%,"45,831",0,0,"45,831",,"8,322,521","3,228,992","3,356,285"
2002,53,37,Oklahoma,OK,41.20%,,0.4,39.6,,,"2,610,016",3.30%,"23,004","29,881","3,573","41,518",,"2,513,143","1,035,620",
2002,72,38,Oregon,OR,50.80%,51.80%,0.47,47.2,,,"2,674,581",6.70%,"12,422",0,0,"12,422",,"2,495,739","1,267,221","1,293,756"
2002,14,39,Pennsylvania,PA,38.80%,,0.37,37.3,,,"9,454,338",2.60%,"40,545",0,0,"40,545",,"9,143,001","3,545,431",
2002,5,40,Rhode Island,RI,44.70%,45.40%,0.4,40.1,,,"819,310",7.40%,"3,569","25,914",384,"16,910",,"741,776","331,834","337,027"
2002,48,41,South Carolina,SC,36.90%,,0.36,35.6,,,"3,100,548",2.60%,"24,247","41,574","3,491","48,525",,"2,982,810","1,102,010",
2002,37,42,South Dakota,SD,60.70%,61.20%,0.6,59.7,,,"564,305",1.30%,"3,059",0,0,"3,059",,"556,154","337,497","340,407"
2002,54,43,Tennessee,TN,39.60%,,0.37,37.3,,,"4,393,757",2.50%,"25,409","42,712","7,949","54,714",,"4,151,834","1,644,741",
2002,49,44,Texas,TX,34.20%,34.50%,0.29,28.8,,,"15,718,593",12.10%,"164,222","434,486","103,068","484,533",,"13,181,016","4,514,012","4,552,059"
2002,67,45,Utah,UT,37.00%,37.80%,0.35,35,,,"1,601,707",6.50%,"5,594",0,0,"5,594",,"1,504,529","557,153","568,290"
2002,6,46,Vermont,VT,48.80%,49.40%,0.48,48.1,,,"472,402",2.10%,0,0,0,0,,"471,403","230,161","232,993"
2002,40,47,Virginia,VA,29.00%,32.30%,0.27,26.9,,,"5,536,511",6.00%,"34,733","40,359","4,530","59,443",,"5,138,270","1,489,422","1,661,915"
2002,73,48,Washington,WA,41.80%,43.50%,0.38,37.9,,,"4,553,733",7.30%,"16,284","171,603",95,"102,181",,"4,162,032","1,739,116","1,808,720"
2002,56,49,West Virginia,WV,31.20%,31.50%,0.31,30.8,,,"1,413,580",0.60%,"4,703","6,430",999,"8,917",,"1,398,124","436,183","440,156"
2002,25,50,Wisconsin,WI,45.40%,,0.43,43.2,,,"4,094,028",2.60%,"22,366","54,614","11,088","60,761",,"3,908,088","1,775,349",
2002,68,51,Wyoming,WY,50.10%,50.80%,0.49,49.2,,,"376,121",1.60%,"1,809","4,596",570,"4,677",,"370,488","185,459","188,028"
2000,0,0,United States,USA,54.20%,55.30%,0.5,50,,,"210,623,408",7.70%,"1,377,013","2,339,388","536,039","3,082,746","2,937,000","194,331,436","105,375,486","107,390,107"
2000,41,1,Alabama,AL,51.60%,,0.5,50.1,R,,"3,334,576",1.50%,"26,225","40,178","5,484","51,798",,"3,241,682","1,672,551",
2000,81,2,Alaska,AK,68.10%,68.70%,0.65,65,R,,"440,296",3.40%,"4,173","4,779",525,"7,088",,"419,111","285,560","287,825"
2000,61,3,Arizona,AZ,45.60%,46.40%,0.4,40.2,R,,"3,816,498",10.30%,"26,510","59,810","3,474","59,889",,"3,357,701","1,532,016","1,559,520"
2000,42,4,Arkansas,AR,47.90%,,0.46,46,R,,"2,001,774",2.30%,"11,915","28,409","8,659","34,779",,"1,925,961","921,781",
2000,71,5,California,CA,55.70%,56.60%,0.44,44.1,D,,"24,867,252",18.80%,"163,001",0,"117,647","280,648",,"19,685,258","10,965,849","11,142,843"
2000,62,6,Colorado,CO,57.50%,,0.54,53.7,R,,"3,246,521",6.70%,"16,833",0,"5,500","22,333",,"3,026,316","1,741,368",
2000,1,7,Connecticut,CT,61.90%,62.50%,0.57,56.6,D,,"2,575,243",6.60%,"18,355","47,636","1,868","44,041",,"2,357,687","1,459,525","1,474,103"
2000,11,8,Delaware,DC,59.00%,,0.55,54.9,D,,"594,256",3.90%,"6,921","20,052",579,"17,526",,"554,863","327,529",
2000,55,9,District of Columbia,DE,48.30%,,0.44,43.9,D,,"458,301",10.20%,"7,456",0,0,"7,456",,"416,696","201,355",
2000,43,10,Florida,FL,55.90%,57.50%,0.48,47.9,R,,"12,475,387",10.40%,"71,319","296,139","5,982","225,371",,"10,667,193","5,963,110","6,138,765"
2000,44,11,Georgia,GA,45.80%,47.60%,0.42,42.4,R,,"6,087,332",5.90%,"44,232","321,407","21,556","226,492",,"5,639,668","2,583,208","2,684,951"
2000,82,12,Hawaii,HI,44.20%,44.60%,0.4,39.9,D,,"923,737",8.10%,"5,053",0,0,"5,053",,"832,642","367,951","371,113"
2000,63,13,Idaho,ID,57.20%,58.90%,0.54,53.5,R,,"935,443",3.80%,"5,535","35,103","1,409","24,496",,"877,406","501,615","516,647"
2000,21,14,Illinois,IL,56.20%,58.50%,0.51,51.4,D,,"9,208,908",8.70%,"45,281",0,0,"45,281",,"8,432,600","4,742,123","4,932,192"
2000,22,15,Indiana,IN,49.30%,50.80%,0.48,48.3,R,,"4,527,523",2.30%,"20,125",0,0,"20,125",,"4,424,909","2,182,295","2,246,003"
2000,31,16,Iowa,IA,63.20%,,0.6,59.6,D,,"2,199,529",2.40%,"7,955","21,147","2,763","21,292",,"2,082,950","1,315,563",
2000,32,17,Kansas,KS,55.60%,56.70%,0.54,54,R,,"1,983,933",3.90%,"8,344",0,"3,829","12,173",,"1,927,950","1,072,216","1,092,716"
2000,51,18,Kentucky,KY,52.20%,53.10%,0.5,50.4,R,,"3,059,582",1.50%,"14,919","19,620","4,614","29,343",,"2,955,628","1,544,107","1,568,058"
2000,45,19,Louisiana,LA,56.40%,56.70%,0.54,54.2,R,,"3,260,060",1.60%,"35,207","35,854","22,860","75,994",,"3,130,267","1,765,656","1,776,133"
2000,2,20,Maine,ME,67.20%,,0.66,66.4,D,,"979,314",1.50%,0,0,0,0,,"969,292","651,817",
2000,52,21,Maryland,MD,55.50%,55.80%,0.51,51,D,,"3,972,224",6.40%,"23,538","81,523","13,666","77,966",,"3,649,631","2,025,480","2,036,455"
2000,3,22,Massachusetts,MA,59.90%,60.60%,0.55,55.4,D,,"4,870,470",8.00%,0,0,0,0,,"4,517,052","2,704,984","2,736,006"
2000,23,23,Michigan,MI,59.90%,60.50%,0.57,57.3,D,,"7,370,524",3.30%,"47,718",0,0,"47,718",,"7,070,702","4,232,501","4,279,299"
2000,33,24,Minnesota,MN,69.50%,70.10%,0.66,66.4,D,,"3,662,005",3.70%,"6,238","115,906","3,072","67,263",,"3,506,432","2,438,657","2,458,303"
2000,46,25,Mississippi,MS,49.10%,,0.48,47.8,R,,"2,076,861",1.00%,"20,241","15,118","1,596","29,396",,"2,024,650","994,184",
2000,34,26,Missouri,MO,58.20%,,0.56,56.2,R,,"4,190,073",1.80%,"27,382","53,299","12,563","66,595",,"4,052,255","2,359,892",
2000,64,27,Montana,MT,61.60%,62.60%,0.61,60.6,R,,"676,065",0.90%,"3,105",0,0,"3,105",,"667,525","410,986","417,916"
2000,35,28,Nebraska,NE,56.90%,57.80%,0.55,55,R,,"1,266,496",3.40%,"3,895","21,483",476,"15,113",,"1,224,178","696,983","707,223"
2000,65,29,Nevada,NV,45.20%,45.60%,0.4,40.2,R,,"1,523,209",11.80%,"10,063","12,189","4,056","20,214",,"1,346,116","608,970","613,360"
2000,4,30,New Hampshire,NH,63.90%,65.00%,0.61,60.7,R,,"934,176",2.70%,"2,257",0,0,"2,257",,"890,622","569,081","578,656"
2000,12,31,New Jersey,NJ,56.90%,58.80%,0.5,50.1,D,,"6,356,954",11.00%,"29,784","130,610","11,709","106,798",,"5,601,788","3,187,226","3,293,378"
2000,66,32,New Mexico,NM,48.50%,49.90%,0.45,45.4,D,,"1,318,129",6.40%,"5,342","10,461","1,670","12,243",,"1,234,088","598,605","615,607"
2000,13,33,New York,NY,55.10%,56.20%,0.48,47.5,D,,"14,344,348",12.70%,"70,198",0,"57,858","128,056",,"12,380,208","6,821,999","6,960,215"
2000,47,34,North Carolina,NC,50.70%,52.50%,0.48,47.5,R,,"6,143,214",4.60%,"31,532","105,949","3,352","87,859",,"5,744,241","2,911,262","3,015,964"
2000,36,35,North Dakota,ND,60.30%,61.10%,0.6,59.7,R,,"482,078",1.20%,"1,076",0,0,"1,076",,"477,968","288,256","292,249"
2000,24,36,Ohio,OH,56.70%,57.80%,0.55,55.4,R,,"8,487,355",1.80%,"45,833",0,0,"45,833",,"8,295,592","4,705,457","4,795,989"
2000,53,37,Oklahoma,OK,49.90%,,0.48,48,R,,"2,568,304",2.90%,"23,181","30,969","1,825","40,491",,"2,475,220","1,234,229",
2000,72,38,Oregon,OR,64.90%,65.90%,0.59,59.1,D,,"2,595,354",6.40%,"10,580",0,0,"10,580",,"2,364,402","1,533,968","1,559,215"
2000,14,39,Pennsylvania,PA,54.10%,,0.52,52.3,D,,"9,375,146",2.40%,"36,847",0,0,"36,847",,"9,086,897","4,912,185",
2000,5,40,Rhode Island,RI,54.20%,54.70%,0.51,50.7,D,,"804,417",6.90%,"3,286","20,922",331,"14,078",,"753,877","408,783","412,074"
2000,48,41,South Carolina,SC,47.00%,48.70%,0.46,45.7,R,,"3,025,380",2.20%,"21,778","44,632","4,378","48,472",,"2,944,326","1,382,717","1,433,533"
2000,37,42,South Dakota,SD,57.70%,58.70%,0.57,56.9,R,,"554,875",1.20%,"2,616",0,0,"2,616",,"548,498","316,269","322,159"
2000,54,43,Tennessee,TN,49.90%,50.50%,0.48,48.1,R,,"4,316,391",2.20%,"22,166","40,682","8,093","50,600",,"4,162,996","2,076,181","2,100,241"
2000,49,44,Texas,TX,49.20%,49.20%,0.42,42.4,R,,"15,138,468",11.40%,"166,719","441,848","111,719","499,362",,"13,033,081","6,407,037","6,407,637"
2000,67,45,Utah,UT,53.80%,54.80%,0.5,50.3,R,,"1,534,950",6.10%,"5,632",0,0,"5,632",,"1,431,668","770,754","784,582"
2000,6,46,Vermont,VT,64.10%,64.70%,0.63,63.1,D,,"463,503",2.00%,0,0,0,0,,"459,174","294,308","297,146"
2000,40,47,Virginia,VA,54.00%,55.00%,0.51,50.9,R,,"5,389,008",5.60%,"30,168","33,955","5,148","52,294",,"5,069,265","2,739,447","2,789,808"
2000,73,48,Washington,WA,60.70%,61.40%,0.56,56.2,D,,"4,419,907",6.90%,"14,915","154,466",160,"92,308",,"4,098,044","2,487,433","2,517,028"
2000,56,49,West Virginia,WV,46.60%,,0.46,46.1,R,,"1,405,021",0.60%,"3,856","6,216","1,112","8,076",,"1,390,365","648,124",
2000,25,50,Wisconsin,WI,67.60%,,0.65,64.5,D,,"4,016,401",2.40%,"20,612","53,242","9,923","57,156",,"3,842,044","2,598,607",
2000,68,51,Wyoming,WY,59.20%,61.40%,0.58,58.2,R,,"366,639",1.50%,"1,680","4,115",514,"4,252",,"361,078","213,726","221,685"
1998,0,0,United States,USA,38.10%,39.30%,0.35,35.3,,,"205,313,182",7.30%,"1,285,469","2,236,975","515,924","2,919,881","2,937,000","190,419,570","72,537,000","74,825,832"
1998,41,1,Alabama,AL,41.20%,,0.4,40,,,"3,293,917",1.30%,"22,676","40,379","5,221","48,087",,"3,202,052","1,317,842",
1998,81,2,Alaska,AK,54.60%,55.60%,0.52,52,,,"429,317",3.20%,"4,097","4,274",478,"6,712",,"408,758","223,300","227,156"
1998,61,3,Arizona,AZ,31.50%,32.10%,0.28,28,,,"3,628,841",9.40%,"25,311","51,329","3,742","54,718",,"3,232,815","1,017,616","1,037,550"
1998,42,4,Arkansas,AR,37.50%,,0.36,36.2,,,"1,951,741",1.90%,"10,638","28,698","6,979","31,966",,"1,882,181","706,011",
1998,71,5,California,CA,43.50%,44.70%,0.35,35,,,"23,980,067",18.50%,"161,904",0,"108,424","270,328",,"19,264,556","8,381,871","8,617,649"
1998,62,6,Colorado,CO,46.10%,,0.43,43,,,"3,085,075",6.00%,"14,312",0,"5,204","19,516",,"2,879,973","1,327,235",
1998,1,7,Connecticut,CT,42.70%,43.70%,0.39,39.3,,,"2,544,417",6.20%,"17,605","55,000","1,396","46,501",,"2,340,956","999,537","1,022,453"
1998,11,8,Delaware,DC,33.40%,,0.31,31.3,,,"576,849",3.40%,"5,558","20,030",572,"16,145",,"540,896","180,527",
1998,55,9,District of Columbia,DE,34.00%,34.50%,0.3,29.9,,,"452,668",9.80%,"9,829",0,0,"9,829",,"398,318","135,501","137,523"
1998,43,10,Florida,FL,37.40%,38.40%,0.33,33,,,"12,001,902",10.00%,"67,224","283,965","6,487","215,694",,"10,590,870","3,965,751","4,070,262"
1998,44,11,Georgia,GA,33.70%,34.60%,0.31,30.8,,,"5,828,114",5.20%,"39,262","278,669","20,482","199,079",,"5,326,337","1,792,880","1,842,145"
1998,82,12,Hawaii,HI,49.00%,49.60%,0.45,44.8,,,"910,645",8.10%,"4,924",0,0,"4,924",,"832,172","407,556","412,520"
1998,63,13,Idaho,ID,45.20%,45.80%,0.43,42.5,,,"896,422",3.50%,"4,083","31,172","1,309","20,978",,"843,914","381,248","386,720"
1998,21,14,Illinois,IL,41.00%,42.70%,0.37,37.4,,,"9,070,725",8.20%,"43,051",0,0,"43,051",,"8,285,614","3,394,521","3,541,379"
1998,22,15,Indiana,IN,36.50%,37.20%,0.36,35.6,,,"4,457,578",2.00%,"19,197",0,0,"19,197",,"4,348,730","1,588,617","1,618,689"
1998,31,16,Iowa,IA,45.30%,46.10%,0.44,43.9,,,"2,176,940",2.10%,"7,394","18,447","2,194","18,812",,"2,112,132","956,415","973,032"
1998,32,17,Kansas,KS,38.80%,39.70%,0.37,37.2,,,"1,955,236",3.50%,"8,183",0,"6,025","14,208",,"1,873,438","727,236","743,288"
1998,51,18,Kentucky,KY,39.10%,41.50%,0.38,38.2,,,"2,999,287",1.30%,"14,987","17,594","4,508","28,292",,"2,930,780","1,145,414","1,215,053"
1998,45,19,Louisiana,LA,31.30%,32.00%,0.3,30.1,,,"3,216,121",1.60%,"32,228","33,028","18,759","67,501",,"3,097,660","969,165","990,243"
1998,2,20,Maine,ME,51.60%,,0.51,50.8,,,"957,916",1.50%,0,0,0,0,,"943,577","486,808",
1998,52,21,Maryland,MD,43.00%,43.60%,0.4,39.6,,,"3,879,108",6.00%,"22,572","78,051","15,528","77,126",,"3,571,087","1,535,978","1,556,994"
1998,3,22,Massachusetts,MA,43.00%,43.70%,0.4,39.7,,,"4,793,966",7.60%,0,0,0,0,,"4,430,939","1,903,336","1,935,277"
1998,23,23,Michigan,MI,43.40%,44.90%,0.42,41.7,,,"7,276,123",3.10%,"45,879",0,0,"45,879",,"7,005,306","3,036,886","3,143,432"
1998,33,24,Minnesota,MN,61.90%,62.30%,0.59,58.8,,,"3,555,108",3.30%,"5,572","100,818","2,995","58,976",,"3,378,089","2,091,766","2,105,343"
1998,46,25,Mississippi,MS,27.60%,,0.27,27,,,"2,038,324",0.90%,"16,678","11,530","1,489","23,932",,"1,995,283","550,694",
1998,34,26,Missouri,MO,39.60%,,0.38,38.4,,,"4,106,478",1.70%,"24,974","49,992","10,366","60,336",,"3,978,146","1,576,857",
1998,64,27,Montana,MT,50.70%,51.80%,0.5,50,,,"662,582",0.90%,"2,734",0,0,"2,734",,"653,998","331,551","338,733"
1998,35,28,Nebraska,NE,45.50%,48.60%,0.44,43.7,,,"1,247,656",3.00%,"3,676","16,527",624,"12,564",,"1,197,953","545,238","581,775"
